timestamp,prb_utilization,active_ue_count,throughput_mbps,latency_ms,handover_success_rate,snr_db,packet_loss_rate,is_anomaly
2025-08-19 18:12:50.675308,51.06,189,305.73,13.5,0.7,15.92,0.037475,False
2025-08-19 18:13:50.675308,40.95,213,221.7,4.08,0.7654,6.94,0.008484,False
2025-08-19 18:14:50.675308,49.21,203,352.35,3.33,0.7,21.03,0.041134,False
2025-08-19 18:15:50.675308,95.65,3,915.26,89.28,0.2803,38.54,0.000839,True
2025-08-19 18:16:50.675308,26.48,188,212.05,5.82,0.7,18.32,0.039831,False
2025-08-19 18:17:50.675308,30.79,225,367.24,9.08,0.8407,22.5,0.003619,False
2025-08-19 18:18:50.675308,34.23,187,372.47,7.79,0.768,9.28,0.007122,False
2025-08-19 18:19:50.675308,47.23,192,407.98,5.44,0.9422,31.72,0.017708,False
2025-08-19 18:20:50.675308,60.6,201,219.95,7.25,0.8875,20.88,0.006357,False
2025-08-19 18:21:50.675308,42.24,221,397.78,4.34,0.7,21.19,0.016854,False
2025-08-19 18:22:50.675308,47.15,209,378.26,37.88,0.8372,17.79,0.007831,False
2025-08-19 18:23:50.675308,29.14,177,355.11,3.05,0.7,27.67,0.019604,False
2025-08-19 18:24:50.675308,60.08,194,259.41,16.21,0.9239,17.16,0.016684,False
2025-08-19 18:25:50.675308,48.86,185,436.11,11.6,0.7528,10.4,0.002838,False
2025-08-19 18:26:50.675308,49.46,208,349.82,8.03,0.7,34.49,0.002254,False
2025-08-19 18:27:50.675308,44.69,182,372.91,4.31,0.7937,16.65,0.008735,False
2025-08-19 18:28:50.675308,66.82,236,311.78,2.57,0.7038,19.0,0.018853,False
2025-08-19 18:29:50.675308,43.08,233,344.41,7.29,0.9675,23.0,0.012858,False
2025-08-19 18:30:50.675308,29.27,193,432.4,9.3,0.7,15.24,0.031214,False
2025-08-19 18:31:50.675308,48.26,177,455.67,13.36,0.8125,30.84,0.001059,False
2025-08-19 18:32:50.675308,60.43,207,199.92,5.0,0.9551,24.93,0.010955,False
2025-08-19 18:33:50.675308,54.85,170,363.33,7.91,0.7522,28.15,0.015112,False
2025-08-19 18:34:50.675308,44.25,198,406.71,8.18,0.8217,33.71,0.041857,False
2025-08-19 18:35:50.675308,28.59,185,110.27,23.58,0.8788,13.55,0.008201,False
2025-08-19 18:36:50.675308,41.99,201,299.29,4.82,0.7311,32.91,0.048234,False
2025-08-19 18:37:50.675308,30.7,189,277.99,34.29,0.7248,19.22,0.010269,False
2025-08-19 18:38:50.675308,45.81,216,289.74,2.3,0.7304,24.07,0.004875,False
2025-08-19 18:39:50.675308,82.53,201,337.57,7.79,0.8305,31.03,0.001,False
2025-08-19 18:40:50.675308,55.25,221,120.35,4.55,0.7764,18.5,0.026577,False
2025-08-19 18:41:50.675308,30.52,168,231.73,28.19,0.7,24.36,0.039975,False
2025-08-19 18:42:50.675308,75.25,210,269.74,3.37,0.9424,14.06,0.002237,False
2025-08-19 18:43:50.675308,31.08,199,347.55,2.04,0.7038,32.54,0.005987,False
2025-08-19 18:44:50.675308,50.15,186,352.2,2.98,0.7445,14.64,0.011321,False
2025-08-19 18:45:50.675308,39.73,185,388.59,14.44,0.9034,26.02,0.012833,False
2025-08-19 18:46:50.675308,59.65,171,253.08,10.34,0.9358,18.65,0.009299,False
2025-08-19 18:47:50.675308,8.19,2,47.22,0.17,0.0895,-3.2,0.487133,True
2025-08-19 18:48:50.675308,54.75,197,292.07,6.05,0.8806,20.59,0.009194,False
2025-08-19 18:49:50.675308,41.56,218,327.42,13.79,0.7731,30.63,0.001,False
2025-08-19 18:50:50.675308,47.95,213,356.72,3.0,0.9098,14.07,0.017444,False
2025-08-19 18:51:50.675308,44.79,190,264.31,2.09,0.7548,5.0,0.006897,False
2025-08-19 18:52:50.675308,56.79,212,334.04,7.24,0.8531,35.0,0.024244,False
2025-08-19 18:53:50.675308,90.1,0,806.64,118.65,0.9969,35.62,0.000105,True
2025-08-19 18:54:50.675308,44.66,221,418.07,4.84,0.8722,24.18,0.018948,False
2025-08-19 18:55:50.675308,76.74,202,283.58,14.25,0.7905,25.2,0.021013,False
2025-08-19 18:56:50.675308,68.51,199,271.73,12.91,0.761,19.35,0.001,False
2025-08-19 18:57:50.675308,25.33,202,395.88,2.68,0.7986,17.31,0.064772,False
2025-08-19 18:58:50.675308,50.28,196,410.76,13.68,0.7555,35.0,0.001,False
2025-08-19 18:59:50.675308,68.53,204,176.52,10.51,0.9281,25.99,0.010394,False
2025-08-19 19:00:50.675308,34.24,204,318.45,6.26,0.7906,18.88,0.017975,False
2025-08-19 19:01:50.675308,72.18,178,370.78,4.99,0.8928,7.05,0.005411,False
2025-08-19 19:02:50.675308,68.19,188,146.51,6.76,0.8034,10.84,0.059356,False
2025-08-19 19:03:50.675308,93.59,0,956.36,0.42,0.9954,-7.3,0.000231,True
2025-08-19 19:04:50.675308,43.04,227,217.2,7.66,0.8296,35.0,0.003008,False
2025-08-19 19:05:50.675308,42.91,209,322.13,6.69,0.7078,12.66,0.057869,False
2025-08-19 19:06:50.675308,44.54,205,460.27,8.76,0.75,33.07,0.002254,False
2025-08-19 19:07:50.675308,27.8,196,327.25,12.73,0.9763,12.53,0.032989,False
2025-08-19 19:08:50.675308,55.82,197,350.83,3.02,0.8101,32.76,0.009839,False
2025-08-19 19:09:50.675308,32.3,198,196.55,2.61,0.7,32.27,0.009554,False
2025-08-19 19:10:50.675308,45.89,199,390.09,5.34,0.9332,31.07,0.033531,False
2025-08-19 19:11:50.675308,53.46,221,284.89,2.86,0.923,12.13,0.032494,False
2025-08-19 19:12:50.675308,16.32,204,331.75,4.55,0.7905,20.84,0.024692,False
2025-08-19 19:13:50.675308,24.99,179,411.79,8.39,0.7602,21.11,0.034206,False
2025-08-19 19:14:50.675308,8.84,3,980.0,110.68,0.9982,-3.29,0.308119,True
2025-08-19 19:15:50.675308,38.29,218,253.12,8.13,0.896,9.39,0.019994,False
2025-08-19 19:16:50.675308,56.29,171,353.36,11.01,0.7,16.7,0.008343,False
2025-08-19 19:17:50.675308,50.85,193,396.33,13.85,0.9545,8.5,0.019203,False
2025-08-19 19:18:50.675308,26.67,198,258.33,10.18,0.7,26.96,0.012208,False
2025-08-19 19:19:50.675308,22.51,193,193.63,2.74,0.7835,7.55,0.034498,False
2025-08-19 19:20:50.675308,17.67,195,369.23,4.23,0.8786,16.83,0.040003,False
2025-08-19 19:21:50.675308,47.33,184,497.26,3.0,0.9132,20.48,0.034892,False
2025-08-19 19:22:50.675308,20.84,219,329.22,8.69,0.98,20.23,0.019775,False
2025-08-19 19:23:50.675308,50.6,209,460.16,3.91,0.7,25.7,0.017121,False
2025-08-19 19:24:50.675308,46.8,199,218.13,20.28,0.8051,19.08,0.021951,False
2025-08-19 19:25:50.675308,94.78,998,824.41,140.74,0.9985,44.29,0.000365,True
2025-08-19 19:26:50.675308,41.8,171,419.26,34.92,0.8391,22.42,0.001286,False
2025-08-19 19:27:50.675308,35.58,214,375.96,7.99,0.9039,18.2,0.010693,False
2025-08-19 19:28:50.675308,53.12,212,360.73,6.3,0.8011,20.87,0.004847,False
2025-08-19 19:29:50.675308,28.22,236,309.57,6.85,0.7638,12.53,0.007851,False
2025-08-19 19:30:50.675308,42.41,195,436.94,6.92,0.8132,29.14,0.011511,False
2025-08-19 19:31:50.675308,28.19,189,472.58,10.62,0.7,32.49,0.014613,False
2025-08-19 19:32:50.675308,51.9,200,245.78,2.34,0.8792,13.58,0.007035,False
2025-08-19 19:33:50.675308,64.48,194,216.25,3.53,0.7135,25.75,0.001,False
2025-08-19 19:34:50.675308,59.94,205,239.46,3.84,0.9202,15.33,0.069148,False
2025-08-19 19:35:50.675308,45.58,213,304.56,8.99,0.774,28.58,0.008258,False
2025-08-19 19:36:50.675308,29.33,197,142.69,24.93,0.834,9.28,0.033851,False
2025-08-19 19:37:50.675308,58.7,218,286.63,13.25,0.7805,25.88,0.021352,False
2025-08-19 19:38:50.675308,47.72,165,196.25,3.13,0.8004,23.96,0.015628,False
2025-08-19 19:39:50.675308,55.85,204,345.24,11.34,0.7,25.39,0.012381,False
2025-08-19 19:40:50.675308,41.86,214,231.96,8.48,0.7,22.22,0.001,False
2025-08-19 19:41:50.675308,66.82,211,237.21,27.37,0.9264,16.5,0.041855,False
2025-08-19 19:42:50.675308,70.9,220,268.03,5.97,0.9385,29.33,0.001952,False
2025-08-19 19:43:50.675308,36.41,204,254.86,8.94,0.7,29.67,0.032694,False
2025-08-19 19:44:50.675308,56.68,200,255.91,2.48,0.9209,5.0,0.003191,False
2025-08-19 19:45:50.675308,57.01,193,293.39,9.29,0.9171,34.83,0.030803,False
2025-08-19 19:46:50.675308,41.6,216,223.24,8.79,0.7,15.78,0.014599,False
2025-08-19 19:47:50.675308,56.57,190,341.09,6.9,0.7939,34.18,0.02615,False
2025-08-19 19:48:50.675308,35.97,204,337.5,13.13,0.8261,12.19,0.005673,False
2025-08-19 19:49:50.675308,92.5,1,38.84,85.58,0.9914,46.58,0.157638,True
2025-08-19 19:50:50.675308,31.61,202,279.33,16.08,0.8727,35.0,0.003132,False
2025-08-19 19:51:50.675308,32.43,193,348.86,25.51,0.793,28.1,0.031376,False
2025-08-19 19:52:50.675308,10.74,202,344.11,6.48,0.9163,25.2,0.039608,False
2025-08-19 19:53:50.675308,69.49,191,279.13,2.95,0.8276,26.74,0.015742,False
2025-08-19 19:54:50.675308,39.56,211,222.08,4.36,0.7,23.04,0.016082,False
2025-08-19 19:55:50.675308,93.44,974,18.6,0.25,0.9919,46.89,0.000276,True
2025-08-19 19:56:50.675308,56.48,201,284.65,11.52,0.7,17.32,0.004072,False
2025-08-19 19:57:50.675308,38.95,221,284.04,9.64,0.7168,21.93,0.068302,False
2025-08-19 19:58:50.675308,48.98,207,296.4,3.45,0.7,29.5,0.025413,False
2025-08-19 19:59:50.675308,83.84,220,235.57,17.63,0.7,22.81,0.012742,False
2025-08-19 20:00:50.675308,42.52,194,404.48,16.09,0.8264,18.09,0.003062,False
2025-08-19 20:01:50.675308,39.5,194,361.09,9.76,0.8839,29.8,0.02011,False
2025-08-19 20:02:50.675308,50.59,193,236.79,2.58,0.8623,26.97,0.023693,False
2025-08-19 20:03:50.675308,5.13,0,987.66,176.89,0.1995,-1.26,0.306469,True
2025-08-19 20:04:50.675308,24.81,188,280.94,14.97,0.7639,17.58,0.067772,False
2025-08-19 20:05:50.675308,50.82,208,244.29,34.05,0.7,13.79,0.004929,False
2025-08-19 20:06:50.675308,76.37,181,163.98,15.92,0.7655,12.91,0.001333,False
2025-08-19 20:07:50.675308,27.03,201,198.15,4.69,0.783,10.19,0.004975,False
2025-08-19 20:08:50.675308,56.79,199,258.94,18.23,0.8773,21.93,0.012489,False
2025-08-19 20:09:50.675308,39.17,184,229.21,25.67,0.9021,17.1,0.030906,False
2025-08-19 20:10:50.675308,37.46,190,372.55,2.02,0.7068,21.65,0.012684,False
2025-08-19 20:11:50.675308,23.78,205,100.0,6.75,0.9484,16.12,0.01243,False
2025-08-19 20:12:50.675308,56.63,197,259.32,4.6,0.7087,15.4,0.042382,False
2025-08-19 20:13:50.675308,38.46,207,305.54,6.79,0.9325,26.73,0.00704,False
2025-08-19 20:14:50.675308,27.52,209,269.84,10.76,0.9086,22.14,0.015952,False
2025-08-19 20:15:50.675308,41.92,192,368.63,6.26,0.748,10.87,0.00246,False
2025-08-19 20:16:50.675308,45.1,183,406.52,8.04,0.8254,35.0,0.001763,False
2025-08-19 20:17:50.675308,56.97,214,284.33,7.03,0.8961,28.94,0.017846,False
2025-08-19 20:18:50.675308,46.97,188,475.27,13.4,0.7686,19.4,0.014923,False
2025-08-19 20:19:50.675308,26.0,206,303.54,13.48,0.7601,23.49,0.002135,False
2025-08-19 20:20:50.675308,64.9,217,321.75,8.56,0.9496,20.78,0.004686,False
2025-08-19 20:21:50.675308,42.77,196,358.91,3.27,0.7558,16.2,0.011744,False
2025-08-19 20:22:50.675308,10.7,177,298.54,8.08,0.7679,16.07,0.035068,False
2025-08-19 20:23:50.675308,32.1,200,344.55,4.14,0.7,15.82,0.030501,False
2025-08-19 20:24:50.675308,53.47,210,385.23,6.95,0.7726,19.32,0.047491,False
2025-08-19 20:25:50.675308,95.93,976,1.9,175.31,0.9903,41.94,0.414117,True
2025-08-19 20:26:50.675308,18.4,191,400.95,13.48,0.98,29.55,0.028923,False
2025-08-19 20:27:50.675308,39.95,203,284.21,17.39,0.7395,5.0,0.052177,False
2025-08-19 20:28:50.675308,44.72,208,268.92,11.44,0.8826,12.85,0.063141,False
2025-08-19 20:29:50.675308,34.74,207,358.01,12.79,0.7583,26.03,0.029059,False
2025-08-19 20:30:50.675308,50.27,177,385.61,2.65,0.9247,20.85,0.059011,False
2025-08-19 20:31:50.675308,42.98,201,300.1,14.66,0.944,13.9,0.006598,False
2025-08-19 20:32:50.675308,57.44,192,284.49,4.05,0.823,13.16,0.043903,False
2025-08-19 20:33:50.675308,50.03,200,444.04,2.6,0.7982,12.21,0.032589,False
2025-08-19 20:34:50.675308,60.9,183,520.77,4.53,0.7,14.99,0.006464,False
2025-08-19 20:35:50.675308,45.23,209,366.01,5.04,0.9225,13.45,0.007519,False
2025-08-19 20:36:50.675308,48.94,197,315.49,5.79,0.7,24.18,0.021955,False
2025-08-19 20:37:50.675308,9.66,3,956.36,92.58,0.287,36.66,0.279435,True
2025-08-19 20:38:50.675308,32.75,217,126.82,12.17,0.8435,25.04,0.031816,False
2025-08-19 20:39:50.675308,55.09,181,286.85,31.38,0.8643,28.02,0.030467,False
2025-08-19 20:40:50.675308,52.76,202,213.41,21.36,0.8408,20.66,0.026651,False
2025-08-19 20:41:50.675308,54.89,190,277.96,18.81,0.8689,13.07,0.00282,False
2025-08-19 20:42:50.675308,34.21,217,284.66,5.67,0.9634,14.2,0.026867,False
2025-08-19 20:43:50.675308,54.43,203,201.88,10.7,0.8552,22.97,0.006882,False
2025-08-19 20:44:50.675308,91.52,961,894.68,86.94,0.9924,-0.09,0.000561,True
2025-08-19 20:45:50.675308,62.3,188,327.11,14.16,0.7112,17.04,0.009826,False
2025-08-19 20:46:50.675308,27.45,193,367.88,4.75,0.8724,13.32,0.002884,False
2025-08-19 20:47:50.675308,76.34,235,300.3,11.11,0.7,15.06,0.015819,False
2025-08-19 20:48:50.675308,36.54,184,293.36,3.88,0.7196,7.22,0.011489,False
2025-08-19 20:49:50.675308,51.93,204,313.02,3.69,0.8206,24.58,0.028319,False
2025-08-19 20:50:50.675308,43.73,209,200.53,10.19,0.7,17.5,0.001,False
2025-08-19 20:51:50.675308,44.99,194,350.29,4.01,0.7,25.71,0.011197,False
2025-08-19 20:52:50.675308,44.7,207,261.07,4.73,0.8729,14.81,0.009967,False
2025-08-19 20:53:50.675308,64.82,232,395.36,4.31,0.7,10.04,0.004254,False
2025-08-19 20:54:50.675308,22.11,163,302.61,3.54,0.708,35.0,0.014542,False
2025-08-19 20:55:50.675308,21.54,211,362.34,25.42,0.7,16.76,0.013765,False
2025-08-19 20:56:50.675308,51.14,186,193.96,17.45,0.7,29.89,0.029491,False
2025-08-19 20:57:50.675308,28.93,206,308.76,4.66,0.8009,5.0,0.072296,False
2025-08-19 20:58:50.675308,34.03,192,218.14,2.01,0.9436,6.19,0.00787,False
2025-08-19 20:59:50.675308,34.84,209,263.18,20.58,0.7,6.24,0.001634,False
2025-08-19 21:00:50.675308,72.03,184,330.65,9.01,0.9618,16.93,0.014425,False
2025-08-19 21:01:50.675308,5.09,2,35.72,0.15,0.2585,37.13,0.000336,True
2025-08-19 21:02:50.675308,48.75,180,243.25,8.38,0.7814,5.0,0.047411,False
2025-08-19 21:03:50.675308,48.84,205,274.14,2.82,0.7,5.0,0.007388,False
2025-08-19 21:04:50.675308,65.25,199,314.97,11.04,0.7189,15.51,0.001471,False
2025-08-19 21:05:50.675308,51.39,205,285.34,3.42,0.8028,28.07,0.018603,False
2025-08-19 21:06:50.675308,42.22,189,280.33,11.05,0.8472,10.0,0.030729,False
2025-08-19 21:07:50.675308,36.62,212,327.2,9.35,0.8495,23.11,0.016216,False
2025-08-19 21:08:50.675308,1.9,1,30.27,114.5,0.2069,36.13,0.300631,True
2025-08-19 21:09:50.675308,45.58,204,196.03,2.12,0.7757,10.81,0.018833,False
2025-08-19 21:10:50.675308,28.16,204,226.6,25.46,0.7756,13.08,0.001,False
2025-08-19 21:11:50.675308,70.43,203,345.76,6.07,0.7494,11.84,0.002149,False
2025-08-19 21:12:50.675308,44.65,177,286.05,21.68,0.776,20.13,0.019002,False
2025-08-19 21:13:50.675308,43.7,206,259.76,3.78,0.9087,14.48,0.005689,False
2025-08-19 21:14:50.675308,43.99,210,242.74,10.94,0.7922,8.8,0.019183,False
2025-08-19 21:15:50.675308,48.1,210,238.94,5.71,0.7,35.0,0.009192,False
2025-08-19 21:16:50.675308,49.56,213,357.73,9.96,0.9386,24.31,0.001323,False
2025-08-19 21:17:50.675308,47.76,215,269.03,4.87,0.8206,14.48,0.002227,False
2025-08-19 21:18:50.675308,94.1,2,814.1,0.48,0.2442,35.12,0.00025,True
2025-08-19 21:19:50.675308,57.86,175,230.67,16.09,0.9015,8.72,0.005274,False
2025-08-19 21:20:50.675308,33.29,192,324.66,14.66,0.7403,5.0,0.001,False
2025-08-19 21:21:50.675308,39.49,196,153.11,5.89,0.7,31.69,0.007042,False
2025-08-19 21:22:50.675308,47.42,202,425.78,19.07,0.7,34.67,0.004762,False
2025-08-19 21:23:50.675308,31.53,189,259.22,5.27,0.7,24.29,0.022725,False
2025-08-19 21:24:50.675308,50.5,196,250.57,8.33,0.7593,35.0,0.011564,False
2025-08-19 21:25:50.675308,45.15,180,331.82,11.09,0.7,27.5,0.005018,False
2025-08-19 21:26:50.675308,41.65,209,373.23,13.18,0.8914,22.69,0.006724,False
2025-08-19 21:27:50.675308,60.66,215,549.75,7.3,0.8416,12.82,0.001,False
2025-08-19 21:28:50.675308,91.82,4,49.09,132.02,0.2828,40.26,0.397322,True
2025-08-19 21:29:50.675308,34.9,198,403.15,2.07,0.8832,35.0,0.032643,False
2025-08-19 21:30:50.675308,49.03,173,421.04,9.01,0.771,23.28,0.019377,False
2025-08-19 21:31:50.675308,32.08,210,312.07,13.09,0.7485,31.53,0.043988,False
2025-08-19 21:32:50.675308,72.97,184,388.79,12.08,0.8527,17.04,0.047684,False
2025-08-19 21:33:50.675308,23.92,200,317.78,5.86,0.7,24.77,0.023576,False
2025-08-19 21:34:50.675308,46.47,206,295.77,4.51,0.9294,26.79,0.033741,False
2025-08-19 21:35:50.675308,26.51,212,224.05,6.53,0.9067,23.93,0.001,False
2025-08-19 21:36:50.675308,26.47,221,393.17,5.15,0.8037,26.05,0.039042,False
2025-08-19 21:37:50.675308,54.19,164,397.18,8.68,0.918,25.54,0.028908,False
2025-08-19 21:38:50.675308,65.02,205,350.38,9.84,0.7106,17.19,0.024579,False
2025-08-19 21:39:50.675308,68.45,195,356.29,23.18,0.8139,28.95,0.025112,False
2025-08-19 21:40:50.675308,53.24,204,456.33,11.05,0.7,20.03,0.020919,False
2025-08-19 21:41:50.675308,33.86,206,261.18,3.58,0.7,24.18,0.024055,False
2025-08-19 21:42:50.675308,64.96,216,303.48,7.36,0.8234,10.79,0.050844,False
2025-08-19 21:43:50.675308,71.33,194,425.84,2.26,0.792,22.66,0.004746,False
2025-08-19 21:44:50.675308,56.99,186,371.63,49.13,0.75,26.56,0.01251,False
2025-08-19 21:45:50.675308,37.25,176,284.28,2.59,0.8677,6.38,0.032019,False
2025-08-19 21:46:50.675308,38.06,193,261.02,4.37,0.8547,21.45,0.033112,False
2025-08-19 21:47:50.675308,38.81,218,225.86,2.69,0.702,21.89,0.014085,False
2025-08-19 21:48:50.675308,29.05,183,292.36,2.69,0.7,15.6,0.010847,False
2025-08-19 21:49:50.675308,71.08,203,274.3,14.01,0.7,10.53,0.013443,False
2025-08-19 21:50:50.675308,37.51,210,399.75,5.59,0.9624,12.6,0.028747,False
2025-08-19 21:51:50.675308,41.35,232,276.01,8.71,0.7,5.0,0.021675,False
2025-08-19 21:52:50.675308,57.96,182,252.89,3.97,0.8409,26.67,0.070082,False
2025-08-19 21:53:50.675308,28.43,195,317.64,5.66,0.9094,24.16,0.004982,False
2025-08-19 21:54:50.675308,30.33,187,232.91,2.01,0.7,29.83,0.003299,False
2025-08-19 21:55:50.675308,13.69,178,253.23,22.28,0.8709,32.73,0.003356,False
2025-08-19 21:56:50.675308,41.91,199,257.9,16.06,0.8679,5.0,0.048294,False
2025-08-19 21:57:50.675308,52.62,168,600.0,8.41,0.8914,7.57,0.001018,False
2025-08-19 21:58:50.675308,40.48,210,178.63,3.52,0.8962,30.06,0.002682,False
2025-08-19 21:59:50.675308,7.73,991,19.37,131.73,0.2326,39.98,0.476622,True
2025-08-19 22:00:50.675308,70.49,186,386.24,9.73,0.8862,5.0,0.015662,False
2025-08-19 22:01:50.675308,32.8,213,145.15,3.23,0.8996,22.63,0.055936,False
2025-08-19 22:02:50.675308,45.42,198,260.22,11.91,0.8619,5.0,0.004199,False
2025-08-19 22:03:50.675308,48.96,190,358.02,4.79,0.7,25.82,0.008825,False
2025-08-19 22:04:50.675308,51.65,211,249.73,6.64,0.7853,24.93,0.034575,False
2025-08-19 22:05:50.675308,44.15,180,195.82,25.95,0.9019,7.18,0.001,False
2025-08-19 22:06:50.675308,26.77,187,227.01,18.51,0.903,33.29,0.057175,False
2025-08-19 22:07:50.675308,42.29,212,275.47,2.63,0.8097,21.53,0.02406,False
2025-08-19 22:08:50.675308,48.99,205,334.79,14.47,0.9509,23.03,0.031556,False
2025-08-19 22:09:50.675308,36.38,180,266.41,7.93,0.7197,17.97,0.045245,False
2025-08-19 22:10:50.675308,47.2,213,306.46,3.36,0.7,18.09,0.004034,False
2025-08-19 22:11:50.675308,48.44,211,213.51,4.58,0.7608,18.59,0.005748,False
2025-08-19 22:12:50.675308,51.12,206,343.1,16.91,0.8007,7.12,0.001,False
2025-08-19 22:13:50.675308,60.48,188,407.66,24.53,0.848,19.49,0.027728,False
2025-08-19 22:14:50.675308,52.95,201,227.73,4.72,0.8347,15.69,0.024765,False
2025-08-19 22:15:50.675308,40.73,243,249.48,5.0,0.7575,17.83,0.001,False
2025-08-19 22:16:50.675308,36.0,212,375.84,10.58,0.7835,17.02,0.011375,False
2025-08-19 22:17:50.675308,49.58,190,170.99,3.94,0.7104,11.48,0.005329,False
2025-08-19 22:18:50.675308,62.9,187,280.91,3.14,0.9362,35.0,0.1,False
2025-08-19 22:19:50.675308,42.33,197,190.86,3.77,0.7936,11.56,0.031912,False
